100,2,2,4,0,[]
96,2,2,4,0,[]
92,2,2,4,10,"[1, 2]"
98,2,2,4,0,[]
94,2,2,4,0,[]
100,3,20,60,40,[3]
80,1,80,80,0,[]
100,2,3,6,0,[]
100,2,20,40,0,[]
60,3,20,60,0,[]
100,2,10,20,0,[]
80,3,10,30,20,[3]
